time_berlin,price (MWh),demand (MW)
2020-09-07 00:00:00,34.36,39645.00
2020-09-07 01:00:00,31.07,38719.50
2020-09-07 02:00:00,30.90,38362.00
2020-09-07 03:00:00,30.53,38568.75
2020-09-07 04:00:00,30.58,39875.25
2020-09-07 05:00:00,33.32,44121.75
2020-09-07 06:00:00,47.13,52796.50
2020-09-07 07:00:00,58.44,57844.25
2020-09-07 08:00:00,65.05,60880.00
2020-09-07 09:00:00,55.80,62148.00
2020-09-07 10:00:00,47.97,63498.00
2020-09-07 11:00:00,46.17,64630.75
2020-09-07 12:00:00,42.36,64666.75
2020-09-07 13:00:00,37.78,63500.50
2020-09-07 14:00:00,36.40,62104.75
2020-09-07 15:00:00,37.83,61623.00
2020-09-07 16:00:00,40.14,59940.50
2020-09-07 17:00:00,46.93,59730.50
2020-09-07 18:00:00,54.78,59879.25
2020-09-07 19:00:00,62.37,60533.75
2020-09-07 20:00:00,59.03,60317.50
2020-09-07 21:00:00,46.01,56548.25
2020-09-07 22:00:00,37.78,51973.50
2020-09-07 23:00:00,32.24,47846.00
2020-09-08 00:00:00,30.00,45901.25
2020-09-08 01:00:00,28.63,44305.75
2020-09-08 02:00:00,26.26,43870.75
2020-09-08 03:00:00,25.15,44570.75
2020-09-08 04:00:00,26.25,45315.75
2020-09-08 05:00:00,29.15,49384.00
2020-09-08 06:00:00,31.39,57435.75
2020-09-08 07:00:00,42.70,62109.25
2020-09-08 08:00:00,44.14,64788.75
2020-09-08 09:00:00,35.54,65486.25
2020-09-08 10:00:00,31.65,66746.75
2020-09-08 11:00:00,29.63,68061.75
2020-09-08 12:00:00,27.70,67564.00
2020-09-08 13:00:00,28.00,66610.75
2020-09-08 14:00:00,27.74,64966.50
2020-09-08 15:00:00,32.22,63860.50
2020-09-08 16:00:00,36.88,61808.25
2020-09-08 17:00:00,48.91,61867.25
2020-09-08 18:00:00,55.80,61593.25
2020-09-08 19:00:00,68.37,61356.00
2020-09-08 20:00:00,66.29,60924.50
2020-09-08 21:00:00,49.52,56962.25
2020-09-08 22:00:00,43.73,52688.00
2020-09-08 23:00:00,36.71,48965.25
2020-09-09 00:00:00,32.38,46702.50
2020-09-09 01:00:00,32.92,45110.25
2020-09-09 02:00:00,30.35,44036.75
2020-09-09 03:00:00,29.58,44122.25
2020-09-09 04:00:00,30.12,44937.75
2020-09-09 05:00:00,32.94,48066.50
2020-09-09 06:00:00,46.01,55947.25
2020-09-09 07:00:00,49.13,60718.75
2020-09-09 08:00:00,49.34,63644.25
2020-09-09 09:00:00,43.93,64857.50
2020-09-09 10:00:00,33.08,66634.75
2020-09-09 11:00:00,29.61,68248.75
2020-09-09 12:00:00,29.09,67693.50
2020-09-09 13:00:00,29.07,67052.75
2020-09-09 14:00:00,29.21,65615.25
2020-09-09 15:00:00,29.17,65107.00
2020-09-09 16:00:00,31.16,63406.00
2020-09-09 17:00:00,43.38,62755.75
2020-09-09 18:00:00,47.92,62585.75
2020-09-09 19:00:00,48.03,62526.75
2020-09-09 20:00:00,47.98,62361.75
