time_berlin,price (MWh),demand (MW)
2024-01-01 00:00:00,0.10,40170.25
2024-01-01 01:00:00,0.01,38818.25
2024-01-01 02:00:00,0.00,37847.75
2024-01-01 03:00:00,-0.01,37123.25
2024-01-01 04:00:00,-0.03,36753.75
2024-01-01 05:00:00,-0.02,37051.25
2024-01-01 06:00:00,-0.05,36725.50
2024-01-01 07:00:00,-0.02,37321.00
2024-01-01 08:00:00,0.00,37984.25
2024-01-01 09:00:00,0.04,39952.00
2024-01-01 10:00:00,0.06,42309.25
2024-01-01 11:00:00,0.54,44829.25
2024-01-01 12:00:00,2.24,45824.00
2024-01-01 13:00:00,1.96,45251.75
2024-01-01 14:00:00,1.04,44904.50
2024-01-01 15:00:00,3.66,44952.25
2024-01-01 16:00:00,43.06,46881.25
2024-01-01 17:00:00,49.93,50120.50
2024-01-01 18:00:00,58.00,50199.50
2024-01-01 19:00:00,54.25,49118.25
2024-01-01 20:00:00,48.01,47071.75
2024-01-01 21:00:00,42.95,45149.00
2024-01-01 22:00:00,47.09,43664.25
2024-01-01 23:00:00,35.55,41057.25
2024-01-02 00:00:00,30.59,38390.00
2024-01-02 01:00:00,20.07,37078.00
2024-01-02 02:00:00,31.03,37041.75
2024-01-02 03:00:00,18.39,37358.25
2024-01-02 04:00:00,11.08,39412.25
2024-01-02 05:00:00,13.78,42454.00
2024-01-02 06:00:00,47.63,47726.00
2024-01-02 07:00:00,58.10,52564.75
2024-01-02 08:00:00,65.67,56047.50
2024-01-02 09:00:00,64.73,57931.50
2024-01-02 10:00:00,68.98,59509.50
2024-01-02 11:00:00,73.54,60929.50
2024-01-02 12:00:00,78.16,61269.75
2024-01-02 13:00:00,78.87,60607.00
2024-01-02 14:00:00,79.24,59705.00
2024-01-02 15:00:00,79.96,60067.00
2024-01-02 16:00:00,83.46,61427.00
2024-01-02 17:00:00,80.92,63376.75
2024-01-02 18:00:00,74.95,63072.00
2024-01-02 19:00:00,63.18,61214.75
2024-01-02 20:00:00,57.11,58093.50
2024-01-02 21:00:00,46.89,54777.75
2024-01-02 22:00:00,40.00,52006.25
2024-01-02 23:00:00,7.43,49067.50
2024-01-03 00:00:00,-0.08,46137.50
2024-01-03 01:00:00,-1.23,44335.25
2024-01-03 02:00:00,-1.30,43294.75
2024-01-03 03:00:00,-1.31,43656.25
2024-01-03 04:00:00,-1.31,45081.75
2024-01-03 05:00:00,-1.38,47957.50
2024-01-03 06:00:00,1.09,53736.25
2024-01-03 07:00:00,40.59,58238.50
2024-01-03 08:00:00,59.61,60985.00
2024-01-03 09:00:00,60.61,62279.00
2024-01-03 10:00:00,57.00,63084.75
2024-01-03 11:00:00,54.89,64448.00
2024-01-03 12:00:00,53.89,64460.75
2024-01-03 13:00:00,54.42,63089.25
2024-01-03 14:00:00,60.86,61937.75
2024-01-03 15:00:00,67.18,61490.25
2024-01-03 16:00:00,73.59,62105.50
2024-01-03 17:00:00,82.28,64559.00
2024-01-03 18:00:00,82.97,64586.50
2024-01-03 19:00:00,79.03,62472.25
