time_berlin,price (MWh),demand (MW)
2021-05-03 00:00:00,54.32,45686.75
2021-05-03 01:00:00,52.73,44747.25
2021-05-03 02:00:00,51.44,44532.25
2021-05-03 03:00:00,51.66,45160.00
2021-05-03 04:00:00,51.60,46803.75
2021-05-03 05:00:00,56.51,50496.00
2021-05-03 06:00:00,70.70,56999.75
2021-05-03 07:00:00,86.42,62104.75
2021-05-03 08:00:00,87.93,65698.50
2021-05-03 09:00:00,67.32,66954.25
2021-05-03 10:00:00,60.98,67202.50
2021-05-03 11:00:00,57.12,67800.75
2021-05-03 12:00:00,52.99,68526.50
2021-05-03 13:00:00,49.97,68183.50
2021-05-03 14:00:00,50.83,66583.00
2021-05-03 15:00:00,50.09,65297.50
2021-05-03 16:00:00,49.79,63098.50
2021-05-03 17:00:00,56.19,62923.00
2021-05-03 18:00:00,70.06,63059.75
2021-05-03 19:00:00,82.66,62701.75
2021-05-03 20:00:00,87.00,61462.00
2021-05-03 21:00:00,78.25,59864.50
2021-05-03 22:00:00,68.70,57560.75
2021-05-03 23:00:00,52.96,53515.75
2021-05-04 00:00:00,45.28,50548.50
2021-05-04 01:00:00,37.82,49135.75
2021-05-04 02:00:00,16.97,49016.75
2021-05-04 03:00:00,0.12,49614.00
2021-05-04 04:00:00,0.10,51438.50
2021-05-04 05:00:00,7.21,55191.50
2021-05-04 06:00:00,42.01,61319.50
2021-05-04 07:00:00,50.53,66579.00
2021-05-04 08:00:00,50.59,69390.25
2021-05-04 09:00:00,40.28,70438.25
2021-05-04 10:00:00,35.67,71290.50
2021-05-04 11:00:00,33.00,72548.50
2021-05-04 12:00:00,26.23,72662.75
2021-05-04 13:00:00,18.97,71675.50
2021-05-04 14:00:00,2.06,70347.25
2021-05-04 15:00:00,0.87,69510.25
2021-05-04 16:00:00,5.00,67992.00
2021-05-04 17:00:00,32.11,67694.25
2021-05-04 18:00:00,45.81,67393.00
2021-05-04 19:00:00,48.36,66589.75
2021-05-04 20:00:00,50.53,64785.50
2021-05-04 21:00:00,48.73,62587.75
2021-05-04 22:00:00,47.69,59934.75
2021-05-04 23:00:00,40.29,55678.75
2021-05-05 00:00:00,23.62,52472.25
2021-05-05 01:00:00,22.37,51211.50
2021-05-05 02:00:00,22.05,50117.25
2021-05-05 03:00:00,24.69,50639.00
2021-05-05 04:00:00,32.29,51863.50
2021-05-05 05:00:00,45.76,55005.75
2021-05-05 06:00:00,59.79,61098.00
2021-05-05 07:00:00,63.01,66446.00
2021-05-05 08:00:00,63.90,69551.25
2021-05-05 09:00:00,52.04,70804.75
2021-05-05 10:00:00,45.18,71202.25
2021-05-05 11:00:00,37.94,72929.50
2021-05-05 12:00:00,-0.02,72121.50
2021-05-05 13:00:00,-12.22,70489.00
2021-05-05 14:00:00,-36.71,69467.00
2021-05-05 15:00:00,-30.00,68205.25
2021-05-05 16:00:00,-24.57,67024.00
2021-05-05 17:00:00,23.74,66783.75
2021-05-05 18:00:00,50.90,67055.50
2021-05-05 19:00:00,68.19,66467.25
2021-05-05 20:00:00,64.95,64825.25
2021-05-05 21:00:00,58.72,62810.00
2021-05-05 22:00:00,55.73,59643.25
2021-05-05 23:00:00,52.01,55763.50
2021-05-06 00:00:00,47.59,53061.50
2021-05-06 01:00:00,48.95,51209.50
2021-05-06 02:00:00,48.60,50490.25
2021-05-06 03:00:00,50.16,51118.50
2021-05-06 04:00:00,53.10,52030.50
2021-05-06 05:00:00,52.65,55278.50
2021-05-06 06:00:00,68.12,61331.75
2021-05-06 07:00:00,74.92,66858.50
2021-05-06 08:00:00,70.70,69042.25
2021-05-06 09:00:00,51.06,69410.75
2021-05-06 10:00:00,54.93,70360.75
2021-05-06 11:00:00,55.08,71346.00
2021-05-06 12:00:00,61.58,71557.00
2021-05-06 13:00:00,59.01,70568.00
2021-05-06 14:00:00,60.07,68550.25
2021-05-06 15:00:00,63.05,67208.00
2021-05-06 16:00:00,64.96,65925.00
2021-05-06 17:00:00,72.50,65254.25
2021-05-06 18:00:00,78.97,64718.75
2021-05-06 19:00:00,91.01,63796.00
2021-05-06 20:00:00,92.73,62208.00
2021-05-06 21:00:00,85.00,59914.25
2021-05-06 22:00:00,80.00,56764.50
2021-05-06 23:00:00,74.44,52848.25
2021-05-07 00:00:00,75.57,49214.75
2021-05-07 01:00:00,68.82,47104.25
2021-05-07 02:00:00,65.00,46736.50
2021-05-07 03:00:00,60.25,47591.50
2021-05-07 04:00:00,60.01,49107.50
2021-05-07 05:00:00,69.30,52236.25
2021-05-07 06:00:00,80.00,57958.00
2021-05-07 07:00:00,91.07,63322.25
2021-05-07 08:00:00,101.50,66435.50
2021-05-07 09:00:00,84.16,67023.75
2021-05-07 10:00:00,78.75,68180.50
2021-05-07 11:00:00,76.98,69471.75
2021-05-07 12:00:00,68.94,69152.50
2021-05-07 13:00:00,61.75,67047.50
2021-05-07 14:00:00,53.84,64942.50
2021-05-07 15:00:00,52.22,63883.75
2021-05-07 16:00:00,53.06,63130.00
2021-05-07 17:00:00,55.43,62845.25
2021-05-07 18:00:00,61.28,62676.25
2021-05-07 19:00:00,77.00,61974.25
2021-05-07 20:00:00,84.20,60066.50
2021-05-07 21:00:00,81.15,58215.25
2021-05-07 22:00:00,76.84,55761.25
2021-05-07 23:00:00,74.04,52042.25
2021-05-08 00:00:00,68.63,48809.25
2021-05-08 01:00:00,60.07,47287.00
2021-05-08 02:00:00,65.07,46028.75
2021-05-08 03:00:00,62.63,46007.50
2021-05-08 04:00:00,61.57,46182.00
2021-05-08 05:00:00,59.47,46198.50
2021-05-08 06:00:00,55.16,46607.00
2021-05-08 07:00:00,56.01,48526.25
2021-05-08 08:00:00,57.00,52295.75
2021-05-08 09:00:00,52.76,54862.25
2021-05-08 10:00:00,45.14,56056.00
2021-05-08 11:00:00,41.04,55562.75
2021-05-08 12:00:00,37.00,55352.75
2021-05-08 13:00:00,23.86,54230.75
2021-05-08 14:00:00,14.56,52607.50
2021-05-08 15:00:00,18.18,51588.25
2021-05-08 16:00:00,31.89,50758.25
2021-05-08 17:00:00,52.09,51185.50
2021-05-08 18:00:00,55.28,53118.50
2021-05-08 19:00:00,69.95,52974.00
2021-05-08 20:00:00,66.27,52047.50
2021-05-08 21:00:00,60.74,51247.75
2021-05-08 22:00:00,56.53,50217.00
2021-05-08 23:00:00,46.83,47040.25
2021-05-09 00:00:00,15.02,43952.00
2021-05-09 01:00:00,6.71,42119.25
2021-05-09 02:00:00,2.00,41241.75
2021-05-09 03:00:00,1.61,41066.75
2021-05-09 04:00:00,0.09,41462.50
2021-05-09 05:00:00,0.10,41617.50
2021-05-09 06:00:00,0.09,41384.50
2021-05-09 07:00:00,0.08,43772.50
2021-05-09 08:00:00,0.32,47454.25
2021-05-09 09:00:00,0.00,50006.00
2021-05-09 10:00:00,-4.91,51085.50
2021-05-09 11:00:00,-10.97,51958.50
2021-05-09 12:00:00,-39.90,51643.25
2021-05-09 13:00:00,-52.11,49300.75
2021-05-09 14:00:00,-66.18,47121.50
2021-05-09 15:00:00,-54.05,46218.25
2021-05-09 16:00:00,-22.60,46076.75
2021-05-09 17:00:00,-0.57,47685.25
2021-05-09 18:00:00,38.42,48778.75
2021-05-09 19:00:00,58.65,49685.00
2021-05-09 20:00:00,60.75,50386.25
2021-05-09 21:00:00,51.99,51421.00
2021-05-09 22:00:00,53.74,51508.00
2021-05-09 23:00:00,48.69,48331.25
