time_berlin,price (MWh),demand (MW)
2020-04-13 00:00:00,10.34,37567.75
2020-04-13 01:00:00,0.07,35937.25
2020-04-13 02:00:00,1.72,35359.00
2020-04-13 03:00:00,0.77,35355.75
2020-04-13 04:00:00,0.02,36046.75
2020-04-13 05:00:00,-0.09,36856.50
2020-04-13 06:00:00,-2.35,36942.25
2020-04-13 07:00:00,-5.00,38425.25
2020-04-13 08:00:00,-5.91,41482.50
2020-04-13 09:00:00,-4.94,44716.75
2020-04-13 10:00:00,-5.09,47882.25
2020-04-13 11:00:00,-19.91,51060.50
2020-04-13 12:00:00,-55.62,50966.75
2020-04-13 13:00:00,-70.10,48924.75
2020-04-13 14:00:00,-78.00,47203.50
2020-04-13 15:00:00,-78.15,46010.25
2020-04-13 16:00:00,-74.97,46033.75
2020-04-13 17:00:00,-39.94,47327.75
2020-04-13 18:00:00,-1.77,48603.50
2020-04-13 19:00:00,11.21,48304.00
2020-04-13 20:00:00,9.76,47811.75
2020-04-13 21:00:00,6.45,46975.25
2020-04-13 22:00:00,9.29,45819.00
2020-04-13 23:00:00,9.02,42571.50
2020-04-14 00:00:00,3.79,40093.75
2020-04-14 01:00:00,4.40,38100.75
2020-04-14 02:00:00,3.90,38443.00
2020-04-14 03:00:00,3.96,38741.00
2020-04-14 04:00:00,4.60,40226.50
2020-04-14 05:00:00,15.88,43482.50
2020-04-14 06:00:00,25.24,49299.50
2020-04-14 07:00:00,32.74,53707.75
2020-04-14 08:00:00,31.14,56887.75
2020-04-14 09:00:00,23.68,58611.75
2020-04-14 10:00:00,21.86,60711.75
2020-04-14 11:00:00,19.73,61296.25
2020-04-14 12:00:00,17.13,60795.75
2020-04-14 13:00:00,16.12,60138.50
2020-04-14 14:00:00,13.54,59207.25
2020-04-14 15:00:00,15.03,57874.00
2020-04-14 16:00:00,19.10,56513.75
2020-04-14 17:00:00,23.15,56398.50
2020-04-14 18:00:00,26.82,56028.25
2020-04-14 19:00:00,33.38,55819.00
2020-04-14 20:00:00,39.91,55319.25
2020-04-14 21:00:00,31.45,53876.50
2020-04-14 22:00:00,26.77,51133.50
2020-04-14 23:00:00,24.28,47851.25
2020-04-15 00:00:00,19.87,45077.25
2020-04-15 01:00:00,17.08,43057.75
2020-04-15 02:00:00,17.00,42601.00
2020-04-15 03:00:00,16.37,42978.25
2020-04-15 04:00:00,16.57,43925.50
2020-04-15 05:00:00,19.10,47323.00
2020-04-15 06:00:00,25.15,52471.50
2020-04-15 07:00:00,26.09,56267.75
2020-04-15 08:00:00,24.99,59030.75
2020-04-15 09:00:00,21.20,60288.75
2020-04-15 10:00:00,14.29,61616.00
2020-04-15 11:00:00,14.16,62865.25
2020-04-15 12:00:00,8.07,62241.50
2020-04-15 13:00:00,8.00,60469.25
2020-04-15 14:00:00,4.46,58513.00
2020-04-15 15:00:00,8.05,57031.25
2020-04-15 16:00:00,12.13,55903.00
2020-04-15 17:00:00,21.85,55472.25
2020-04-15 18:00:00,27.34,55509.75
2020-04-15 19:00:00,37.84,55635.25
2020-04-15 20:00:00,41.91,55593.50
2020-04-15 21:00:00,31.34,54283.50
2020-04-15 22:00:00,26.25,51327.75
2020-04-15 23:00:00,24.99,47202.75
2020-04-16 00:00:00,20.81,44529.25
2020-04-16 01:00:00,20.61,43050.00
2020-04-16 02:00:00,21.02,42601.50
2020-04-16 03:00:00,21.10,42614.50
2020-04-16 04:00:00,21.10,44057.50
2020-04-16 05:00:00,23.73,46958.25
2020-04-16 06:00:00,26.96,52172.50
2020-04-16 07:00:00,35.01,56219.00
2020-04-16 08:00:00,30.98,58745.25
2020-04-16 09:00:00,25.00,60031.25
2020-04-16 10:00:00,21.50,61102.50
2020-04-16 11:00:00,19.49,62615.00
2020-04-16 12:00:00,16.23,62141.00
2020-04-16 13:00:00,15.29,59887.75
2020-04-16 14:00:00,15.10,58326.75
2020-04-16 15:00:00,16.29,57253.00
2020-04-16 16:00:00,19.32,55574.50
