time_berlin,price (MWh),demand (MW)
2021-03-22 00:00:00,49.55,49096.00
2021-03-22 01:00:00,48.74,47873.25
2021-03-22 02:00:00,47.76,47264.75
2021-03-22 03:00:00,47.01,47536.00
2021-03-22 04:00:00,47.40,49248.00
2021-03-22 05:00:00,50.56,52952.75
2021-03-22 06:00:00,62.00,60063.00
2021-03-22 07:00:00,73.00,65474.75
2021-03-22 08:00:00,74.90,68443.25
2021-03-22 09:00:00,71.60,69252.00
2021-03-22 10:00:00,65.46,70553.50
2021-03-22 11:00:00,62.43,71980.50
2021-03-22 12:00:00,59.41,71800.75
2021-03-22 13:00:00,53.78,70951.25
2021-03-22 14:00:00,51.95,69606.25
2021-03-22 15:00:00,51.01,68897.25
2021-03-22 16:00:00,54.01,67439.00
2021-03-22 17:00:00,63.98,67741.75
2021-03-22 18:00:00,75.50,69266.50
2021-03-22 19:00:00,90.47,70590.00
2021-03-22 20:00:00,75.00,66488.00
2021-03-22 21:00:00,65.43,63138.50
2021-03-22 22:00:00,60.80,60630.00
2021-03-22 23:00:00,49.70,56863.25
2021-03-23 00:00:00,54.55,53720.75
2021-03-23 01:00:00,53.86,51613.50
2021-03-23 02:00:00,50.68,50745.75
2021-03-23 03:00:00,50.61,51057.00
2021-03-23 04:00:00,52.56,52698.00
2021-03-23 05:00:00,58.74,55598.75
2021-03-23 06:00:00,65.25,62042.25
2021-03-23 07:00:00,74.37,67189.75
2021-03-23 08:00:00,75.90,69626.25
2021-03-23 09:00:00,69.20,69640.75
2021-03-23 10:00:00,63.46,70057.50
2021-03-23 11:00:00,62.10,71025.50
2021-03-23 12:00:00,61.97,71305.25
2021-03-23 13:00:00,57.58,70269.00
2021-03-23 14:00:00,58.69,68345.75
2021-03-23 15:00:00,58.43,67431.75
2021-03-23 16:00:00,60.02,66437.00
2021-03-23 17:00:00,64.64,66624.50
2021-03-23 18:00:00,71.40,68363.75
2021-03-23 19:00:00,83.49,70040.25
2021-03-23 20:00:00,72.48,66100.00
2021-03-23 21:00:00,64.57,62856.75
2021-03-23 22:00:00,60.47,60109.00
2021-03-23 23:00:00,51.00,56214.00
2021-03-24 00:00:00,47.59,53118.25
2021-03-24 01:00:00,47.41,51142.25
2021-03-24 02:00:00,44.95,50448.00
2021-03-24 03:00:00,45.43,51218.00
2021-03-24 04:00:00,47.48,52958.00
2021-03-24 05:00:00,49.06,56162.00
2021-03-24 06:00:00,64.97,62339.50
2021-03-24 07:00:00,65.78,66830.25
2021-03-24 08:00:00,67.93,69019.75
2021-03-24 09:00:00,50.87,69098.25
2021-03-24 10:00:00,44.04,68996.25
2021-03-24 11:00:00,44.37,70128.00
2021-03-24 12:00:00,43.95,69461.25
2021-03-24 13:00:00,44.82,68174.50
2021-03-24 14:00:00,45.21,66861.00
2021-03-24 15:00:00,48.87,65233.50
2021-03-24 16:00:00,52.07,63418.25
2021-03-24 17:00:00,61.32,64288.50
2021-03-24 18:00:00,70.91,67012.00
2021-03-24 19:00:00,84.00,69237.75
2021-03-24 20:00:00,73.58,65231.50
2021-03-24 21:00:00,66.75,61732.75
2021-03-24 22:00:00,62.50,59173.50
2021-03-24 23:00:00,59.10,55380.50
2021-03-25 00:00:00,54.56,52161.00
2021-03-25 01:00:00,50.31,50056.00
2021-03-25 02:00:00,49.68,49302.00
2021-03-25 03:00:00,48.87,50081.50
