time_berlin,price (MWh),demand (MW)
2023-09-04 00:00:00,100.85,38122.50
2023-09-04 01:00:00,94.49,36730.75
2023-09-04 02:00:00,93.14,36560.25
2023-09-04 03:00:00,93.59,36317.75
2023-09-04 04:00:00,93.19,37628.75
2023-09-04 05:00:00,103.38,41265.00
2023-09-04 06:00:00,127.33,48449.75
2023-09-04 07:00:00,144.33,53470.75
2023-09-04 08:00:00,129.92,57080.75
2023-09-04 09:00:00,109.36,58076.25
2023-09-04 10:00:00,92.88,58169.25
2023-09-04 11:00:00,82.07,58514.25
2023-09-04 12:00:00,77.65,57650.75
2023-09-04 13:00:00,72.51,56567.00
2023-09-04 14:00:00,72.04,55519.25
2023-09-04 15:00:00,80.40,54822.25
2023-09-04 16:00:00,90.97,54245.00
2023-09-04 17:00:00,109.58,55355.00
2023-09-04 18:00:00,138.44,56347.75
2023-09-04 19:00:00,198.28,56128.50
2023-09-04 20:00:00,172.77,54968.50
2023-09-04 21:00:00,124.95,52052.00
2023-09-04 22:00:00,105.01,48270.00
2023-09-04 23:00:00,95.56,44430.00
2023-09-05 00:00:00,94.48,41931.25
2023-09-05 01:00:00,92.13,40897.00
2023-09-05 02:00:00,91.34,40227.75
2023-09-05 03:00:00,91.08,40573.00
2023-09-05 04:00:00,91.65,41097.50
2023-09-05 05:00:00,95.60,44569.75
2023-09-05 06:00:00,120.00,51996.75
2023-09-05 07:00:00,126.00,56465.75
2023-09-05 08:00:00,118.16,59316.00
2023-09-05 09:00:00,97.78,59877.00
2023-09-05 10:00:00,88.00,59533.00
2023-09-05 11:00:00,81.85,60016.00
2023-09-05 12:00:00,75.90,59645.75
2023-09-05 13:00:00,75.05,58478.25
2023-09-05 14:00:00,77.13,57392.50
2023-09-05 15:00:00,83.00,56311.25
2023-09-05 16:00:00,88.51,55201.00
2023-09-05 17:00:00,103.26,55674.50
2023-09-05 18:00:00,129.10,56418.25
2023-09-05 19:00:00,184.87,56582.50
2023-09-05 20:00:00,154.53,55847.75
2023-09-05 21:00:00,121.95,52578.50
2023-09-05 22:00:00,107.61,48464.50
2023-09-05 23:00:00,96.03,45360.25
2023-09-06 00:00:00,88.89,43144.75
2023-09-06 01:00:00,85.52,41153.75
2023-09-06 02:00:00,90.53,39978.25
2023-09-06 03:00:00,92.12,39898.00
2023-09-06 04:00:00,92.48,41216.50
2023-09-06 05:00:00,102.98,44803.75
2023-09-06 06:00:00,122.71,51692.50
2023-09-06 07:00:00,141.99,55978.00
2023-09-06 08:00:00,119.19,58907.50
2023-09-06 09:00:00,97.73,59967.75
2023-09-06 10:00:00,88.65,59697.25
2023-09-06 11:00:00,82.10,60764.50
2023-09-06 12:00:00,75.17,59594.25
2023-09-06 13:00:00,73.43,58444.75
2023-09-06 14:00:00,75.48,57220.00
2023-09-06 15:00:00,82.50,56355.00
2023-09-06 16:00:00,91.44,55440.25
2023-09-06 17:00:00,105.87,56285.25
2023-09-06 18:00:00,145.83,57097.75
2023-09-06 19:00:00,189.83,57582.25
2023-09-06 20:00:00,166.04,56948.50
2023-09-06 21:00:00,123.13,53635.25
2023-09-06 22:00:00,105.50,49599.50
2023-09-06 23:00:00,95.72,45629.25
2023-09-07 00:00:00,95.42,42973.25
2023-09-07 01:00:00,91.37,41409.00
2023-09-07 02:00:00,89.08,40630.25
2023-09-07 03:00:00,84.01,40371.75
2023-09-07 04:00:00,87.84,41236.00
2023-09-07 05:00:00,92.09,44349.25
2023-09-07 06:00:00,116.02,51625.75
2023-09-07 07:00:00,130.00,56221.50
2023-09-07 08:00:00,126.00,59056.25
