time_berlin,price (MWh),demand (MW)
2021-08-30 00:00:00,79.70,42368.00
2021-08-30 01:00:00,78.42,41284.50
2021-08-30 02:00:00,76.57,40429.00
2021-08-30 03:00:00,72.80,40662.00
2021-08-30 04:00:00,73.95,42545.75
2021-08-30 05:00:00,79.64,46890.00
2021-08-30 06:00:00,110.17,54815.00
2021-08-30 07:00:00,126.00,61068.50
2021-08-30 08:00:00,131.92,64619.00
2021-08-30 09:00:00,132.92,65695.50
2021-08-30 10:00:00,128.53,67322.00
2021-08-30 11:00:00,126.10,68275.75
2021-08-30 12:00:00,122.00,68165.00
2021-08-30 13:00:00,112.60,67156.25
2021-08-30 14:00:00,104.94,65909.50
2021-08-30 15:00:00,101.00,64174.50
2021-08-30 16:00:00,100.99,62865.25
2021-08-30 17:00:00,109.58,62984.50
2021-08-30 18:00:00,116.74,62883.25
2021-08-30 19:00:00,128.48,62025.00
2021-08-30 20:00:00,130.04,60952.25
2021-08-30 21:00:00,114.47,57834.75
2021-08-30 22:00:00,106.64,53704.00
2021-08-30 23:00:00,93.60,50086.25
2021-08-31 00:00:00,94.87,47274.00
2021-08-31 01:00:00,90.02,46051.00
2021-08-31 02:00:00,87.54,44976.75
2021-08-31 03:00:00,87.09,44533.75
2021-08-31 04:00:00,88.78,45927.25
2021-08-31 05:00:00,93.11,49766.25
2021-08-31 06:00:00,115.00,57228.00
2021-08-31 07:00:00,134.46,61915.50
2021-08-31 08:00:00,137.02,65380.25
2021-08-31 09:00:00,135.84,66518.00
2021-08-31 10:00:00,125.13,67424.50
2021-08-31 11:00:00,116.19,68472.25
2021-08-31 12:00:00,113.61,67795.00
2021-08-31 13:00:00,104.66,67180.75
2021-08-31 14:00:00,97.20,65738.75
2021-08-31 15:00:00,95.24,64014.25
2021-08-31 16:00:00,95.51,62539.75
2021-08-31 17:00:00,110.45,62450.50
2021-08-31 18:00:00,123.81,62175.25
2021-08-31 19:00:00,134.07,61279.75
2021-08-31 20:00:00,134.90,60630.25
2021-08-31 21:00:00,121.58,57880.75
2021-08-31 22:00:00,106.12,54153.00
2021-08-31 23:00:00,99.10,50158.00
2021-09-01 00:00:00,94.78,47094.75
2021-09-01 01:00:00,92.91,45424.75
2021-09-01 02:00:00,91.21,44135.00
2021-09-01 03:00:00,90.09,44446.50
2021-09-01 04:00:00,93.12,45515.25
2021-09-01 05:00:00,100.54,48733.75
2021-09-01 06:00:00,118.70,55998.75
2021-09-01 07:00:00,135.44,60595.50
2021-09-01 08:00:00,140.72,63530.75
2021-09-01 09:00:00,130.00,64713.00
2021-09-01 10:00:00,116.99,65994.25
2021-09-01 11:00:00,109.75,67356.25
2021-09-01 12:00:00,103.88,66789.25
2021-09-01 13:00:00,98.00,65257.75
2021-09-01 14:00:00,94.98,64046.50
2021-09-01 15:00:00,95.06,62838.25
2021-09-01 16:00:00,97.61,61415.25
2021-09-01 17:00:00,116.12,61247.50
2021-09-01 18:00:00,131.00,61233.25
2021-09-01 19:00:00,145.91,61257.50
2021-09-01 20:00:00,144.93,60868.50
2021-09-01 21:00:00,125.76,58069.75
2021-09-01 22:00:00,114.39,53843.25
2021-09-01 23:00:00,102.73,49885.75
2021-09-02 00:00:00,98.41,46841.50
2021-09-02 01:00:00,96.84,45127.50
2021-09-02 02:00:00,95.25,43899.50
2021-09-02 03:00:00,95.71,43800.50
2021-09-02 04:00:00,96.64,44805.25
2021-09-02 05:00:00,105.01,48273.75
2021-09-02 06:00:00,128.94,55642.00
2021-09-02 07:00:00,150.00,59951.00
2021-09-02 08:00:00,146.38,62761.50
2021-09-02 09:00:00,130.80,63658.00
2021-09-02 10:00:00,118.92,64525.00
2021-09-02 11:00:00,113.00,65169.75
2021-09-02 12:00:00,107.84,64476.25
2021-09-02 13:00:00,100.99,64040.25
2021-09-02 14:00:00,97.97,62886.75
2021-09-02 15:00:00,105.05,61604.00
2021-09-02 16:00:00,112.44,60432.75
2021-09-02 17:00:00,122.66,60350.25
2021-09-02 18:00:00,138.00,60263.00
2021-09-02 19:00:00,158.51,60190.00
2021-09-02 20:00:00,154.94,60166.50
2021-09-02 21:00:00,130.43,57217.50
2021-09-02 22:00:00,118.69,52948.50
2021-09-02 23:00:00,113.25,48853.75
2021-09-03 00:00:00,101.00,46369.50
2021-09-03 01:00:00,96.63,44870.00
2021-09-03 02:00:00,95.60,44349.00
2021-09-03 03:00:00,91.53,44479.25
2021-09-03 04:00:00,90.89,45604.50
2021-09-03 05:00:00,95.80,49161.25
2021-09-03 06:00:00,122.46,56148.75
2021-09-03 07:00:00,137.44,60783.75
2021-09-03 08:00:00,134.70,63839.00
2021-09-03 09:00:00,123.13,64819.50
2021-09-03 10:00:00,109.03,65754.50
2021-09-03 11:00:00,99.02,65882.00
2021-09-03 12:00:00,89.62,64847.25
2021-09-03 13:00:00,88.48,63277.75
2021-09-03 14:00:00,88.39,61774.25
2021-09-03 15:00:00,89.92,60503.25
2021-09-03 16:00:00,92.32,59193.75
2021-09-03 17:00:00,119.01,59000.00
2021-09-03 18:00:00,131.57,58376.00
2021-09-03 19:00:00,143.93,57983.50
2021-09-03 20:00:00,143.38,57438.25
2021-09-03 21:00:00,129.94,54424.75
2021-09-03 22:00:00,120.96,50471.75
2021-09-03 23:00:00,117.86,46764.75
2021-09-04 00:00:00,114.15,44432.00
2021-09-04 01:00:00,105.98,42417.75
2021-09-04 02:00:00,98.05,41310.00
2021-09-04 03:00:00,95.71,40709.75
2021-09-04 04:00:00,95.66,40951.50
2021-09-04 05:00:00,96.20,41669.75
2021-09-04 06:00:00,103.80,43245.50
2021-09-04 07:00:00,120.98,45733.25
2021-09-04 08:00:00,122.00,49586.25
2021-09-04 09:00:00,115.99,52517.75
2021-09-04 10:00:00,95.66,53901.00
2021-09-04 11:00:00,89.47,54125.25
2021-09-04 12:00:00,89.51,53429.00
2021-09-04 13:00:00,87.06,51507.50
2021-09-04 14:00:00,84.16,50014.50
2021-09-04 15:00:00,86.46,49906.50
2021-09-04 16:00:00,89.27,49490.25
2021-09-04 17:00:00,107.54,49965.75
2021-09-04 18:00:00,127.33,50624.50
2021-09-04 19:00:00,142.55,50610.25
2021-09-04 20:00:00,142.40,50793.00
2021-09-04 21:00:00,127.92,48512.00
2021-09-04 22:00:00,122.81,45766.00
2021-09-04 23:00:00,104.36,42789.50
2021-09-05 00:00:00,109.21,40080.00
2021-09-05 01:00:00,99.88,38638.00
2021-09-05 02:00:00,95.35,37948.50
2021-09-05 03:00:00,92.54,37559.50
2021-09-05 04:00:00,92.04,37661.75
2021-09-05 05:00:00,92.56,38082.25
2021-09-05 06:00:00,93.81,38420.00
2021-09-05 07:00:00,92.88,39859.00
2021-09-05 08:00:00,93.44,43440.50
2021-09-05 09:00:00,92.04,46649.25
2021-09-05 10:00:00,88.68,48869.00
2021-09-05 11:00:00,84.01,49941.50
2021-09-05 12:00:00,81.47,49627.75
2021-09-05 13:00:00,65.66,47847.75
2021-09-05 14:00:00,60.06,46375.00
2021-09-05 15:00:00,69.09,45848.75
2021-09-05 16:00:00,84.90,45761.25
2021-09-05 17:00:00,95.18,47028.00
2021-09-05 18:00:00,127.45,48527.25
2021-09-05 19:00:00,138.69,49134.50
2021-09-05 20:00:00,139.07,50418.50
2021-09-05 21:00:00,129.00,48722.00
2021-09-05 22:00:00,121.99,46930.00
2021-09-05 23:00:00,104.10,44111.25
