time_berlin,price (MWh),demand (MW)
2020-04-27 00:00:00,20.84,39269.75
2020-04-27 01:00:00,21.11,37953.00
2020-04-27 02:00:00,19.08,37619.50
2020-04-27 03:00:00,19.34,38377.75
2020-04-27 04:00:00,20.23,39491.50
2020-04-27 05:00:00,21.61,42959.00
2020-04-27 06:00:00,25.95,48735.50
2020-04-27 07:00:00,28.00,54512.50
2020-04-27 08:00:00,25.90,58103.75
2020-04-27 09:00:00,21.99,59119.75
2020-04-27 10:00:00,21.17,60131.00
2020-04-27 11:00:00,20.64,61192.00
2020-04-27 12:00:00,21.92,61012.00
2020-04-27 13:00:00,20.39,59641.25
2020-04-27 14:00:00,19.85,57886.50
2020-04-27 15:00:00,18.42,57044.25
2020-04-27 16:00:00,18.40,55679.50
2020-04-27 17:00:00,24.92,55579.00
2020-04-27 18:00:00,32.96,56340.50
2020-04-27 19:00:00,48.31,56453.25
2020-04-27 20:00:00,45.56,55514.25
2020-04-27 21:00:00,38.56,53624.00
2020-04-27 22:00:00,32.10,50091.25
2020-04-27 23:00:00,24.74,45921.00
2020-04-28 00:00:00,22.21,42895.25
2020-04-28 01:00:00,20.27,41454.00
2020-04-28 02:00:00,20.42,40438.75
2020-04-28 03:00:00,20.16,40359.50
2020-04-28 04:00:00,20.61,41445.25
2020-04-28 05:00:00,21.94,44778.00
2020-04-28 06:00:00,25.94,50754.00
2020-04-28 07:00:00,27.94,56432.25
2020-04-28 08:00:00,28.72,59516.50
2020-04-28 09:00:00,27.95,60393.75
2020-04-28 10:00:00,26.16,61298.25
2020-04-28 11:00:00,25.83,62852.50
2020-04-28 12:00:00,24.93,62053.50
2020-04-28 13:00:00,24.06,60148.50
2020-04-28 14:00:00,24.89,59201.75
2020-04-28 15:00:00,24.85,58329.25
2020-04-28 16:00:00,24.81,57274.00
2020-04-28 17:00:00,27.18,57902.50
2020-04-28 18:00:00,28.74,58109.25
2020-04-28 19:00:00,31.28,57816.00
2020-04-28 20:00:00,29.99,56579.25
2020-04-28 21:00:00,27.44,53826.75
2020-04-28 22:00:00,24.09,50217.50
2020-04-28 23:00:00,21.03,46112.50
2020-04-29 00:00:00,19.04,43067.50
2020-04-29 01:00:00,17.58,41238.25
2020-04-29 02:00:00,17.09,40598.00
2020-04-29 03:00:00,17.11,40936.25
2020-04-29 04:00:00,18.04,42318.50
2020-04-29 05:00:00,20.91,45334.00
2020-04-29 06:00:00,24.28,51225.50
2020-04-29 07:00:00,27.09,56553.50
2020-04-29 08:00:00,30.57,60019.25
2020-04-29 09:00:00,30.24,61355.00
2020-04-29 10:00:00,27.98,62619.75
2020-04-29 11:00:00,26.00,64194.75
2020-04-29 12:00:00,23.49,64149.00
2020-04-29 13:00:00,19.08,62202.00
2020-04-29 14:00:00,18.00,60825.00
2020-04-29 15:00:00,17.70,59632.75
2020-04-29 16:00:00,19.01,58224.25
2020-04-29 17:00:00,21.59,58221.25
2020-04-29 18:00:00,26.46,58461.00
2020-04-29 19:00:00,28.70,58021.25
2020-04-29 20:00:00,30.85,56552.75
2020-04-29 21:00:00,27.81,54175.25
2020-04-29 22:00:00,23.69,50553.25
2020-04-29 23:00:00,20.96,46738.25
2020-04-30 00:00:00,17.55,43951.75
2020-04-30 01:00:00,15.57,43003.50
2020-04-30 02:00:00,14.05,42458.00
2020-04-30 03:00:00,13.64,42803.75
2020-04-30 04:00:00,13.84,43822.25
2020-04-30 05:00:00,17.40,46586.25
2020-04-30 06:00:00,21.35,51996.75
2020-04-30 07:00:00,24.97,56779.50
2020-04-30 08:00:00,25.11,59688.00
2020-04-30 09:00:00,23.46,60433.25
2020-04-30 10:00:00,21.89,62226.25
2020-04-30 11:00:00,21.02,63136.50
2020-04-30 12:00:00,14.81,63510.50
2020-04-30 13:00:00,9.25,62038.50
2020-04-30 14:00:00,10.22,59910.75
2020-04-30 15:00:00,13.45,59353.50
2020-04-30 16:00:00,17.75,57579.25
2020-04-30 17:00:00,23.41,57390.00
2020-04-30 18:00:00,27.13,55797.25
2020-04-30 19:00:00,34.74,55476.00
2020-04-30 20:00:00,34.66,54182.75
2020-04-30 21:00:00,29.02,51295.50
2020-04-30 22:00:00,22.04,48777.50
2020-04-30 23:00:00,13.77,45102.00
2020-05-01 00:00:00,5.50,42226.25
2020-05-01 01:00:00,5.35,40106.25
2020-05-01 02:00:00,3.82,39004.75
2020-05-01 03:00:00,2.63,38538.75
2020-05-01 04:00:00,1.56,38482.25
2020-05-01 05:00:00,2.46,37761.75
2020-05-01 06:00:00,2.54,37313.50
2020-05-01 07:00:00,1.50,39113.00
2020-05-01 08:00:00,-1.57,41813.75
2020-05-01 09:00:00,-2.43,46045.00
2020-05-01 10:00:00,-2.89,48431.75
2020-05-01 11:00:00,-2.47,50194.50
2020-05-01 12:00:00,0.35,49850.75
2020-05-01 13:00:00,-2.04,48332.75
2020-05-01 14:00:00,-2.06,46118.25
2020-05-01 15:00:00,-0.04,45541.50
2020-05-01 16:00:00,1.95,44766.00
2020-05-01 17:00:00,7.88,46004.75
2020-05-01 18:00:00,18.99,47229.75
2020-05-01 19:00:00,23.50,47754.50
2020-05-01 20:00:00,28.43,46606.75
2020-05-01 21:00:00,26.88,45490.25
2020-05-01 22:00:00,20.91,44314.00
2020-05-01 23:00:00,16.00,40800.50
2020-05-02 00:00:00,12.20,37748.50
2020-05-02 01:00:00,10.00,36196.25
2020-05-02 02:00:00,10.00,35537.00
2020-05-02 03:00:00,8.00,35549.25
2020-05-02 04:00:00,8.00,36245.75
2020-05-02 05:00:00,8.00,37346.50
2020-05-02 06:00:00,7.20,38488.50
2020-05-02 07:00:00,8.00,41202.00
2020-05-02 08:00:00,10.30,44476.00
2020-05-02 09:00:00,10.55,47696.25
2020-05-02 10:00:00,10.70,49381.75
2020-05-02 11:00:00,11.28,51342.50
2020-05-02 12:00:00,10.01,51933.75
2020-05-02 13:00:00,7.35,50155.00
2020-05-02 14:00:00,5.65,49213.25
2020-05-02 15:00:00,5.25,48591.75
2020-05-02 16:00:00,5.66,48665.50
2020-05-02 17:00:00,8.50,48858.00
2020-05-02 18:00:00,17.93,50120.00
2020-05-02 19:00:00,25.51,49598.75
2020-05-02 20:00:00,28.04,48283.25
2020-05-02 21:00:00,26.37,47073.00
2020-05-02 22:00:00,24.38,45553.00
2020-05-02 23:00:00,20.49,42672.50
2020-05-03 00:00:00,18.00,39586.00
2020-05-03 01:00:00,13.76,37195.50
2020-05-03 02:00:00,11.44,36040.00
2020-05-03 03:00:00,11.15,36072.75
2020-05-03 04:00:00,11.82,36335.75
2020-05-03 05:00:00,13.37,36233.00
2020-05-03 06:00:00,11.56,35810.00
2020-05-03 07:00:00,10.94,37472.50
2020-05-03 08:00:00,10.00,40443.00
2020-05-03 09:00:00,9.40,44083.50
2020-05-03 10:00:00,9.70,46231.25
2020-05-03 11:00:00,10.00,47771.00
2020-05-03 12:00:00,10.00,47615.25
2020-05-03 13:00:00,7.06,46223.75
2020-05-03 14:00:00,5.84,44900.75
2020-05-03 15:00:00,5.57,44244.25
2020-05-03 16:00:00,7.14,43912.25
2020-05-03 17:00:00,10.21,44777.00
2020-05-03 18:00:00,20.05,46887.25
2020-05-03 19:00:00,24.97,47047.00
2020-05-03 20:00:00,28.69,46709.50
2020-05-03 21:00:00,28.96,46002.50
2020-05-03 22:00:00,25.37,45034.75
2020-05-03 23:00:00,22.33,42081.25
