time_berlin,price (MWh),demand (MW)
2021-06-28 00:00:00,81.20,43258.00
2021-06-28 01:00:00,73.38,41609.75
2021-06-28 02:00:00,70.20,41328.00
2021-06-28 03:00:00,68.92,41910.00
2021-06-28 04:00:00,69.15,43563.50
2021-06-28 05:00:00,74.00,46862.25
2021-06-28 06:00:00,94.29,54821.50
2021-06-28 07:00:00,103.18,60779.75
2021-06-28 08:00:00,98.49,64624.25
2021-06-28 09:00:00,94.24,66437.50
2021-06-28 10:00:00,89.70,68263.75
2021-06-28 11:00:00,86.95,69395.25
2021-06-28 12:00:00,86.74,69121.00
2021-06-28 13:00:00,78.47,68188.75
2021-06-28 14:00:00,76.40,67683.25
2021-06-28 15:00:00,81.20,66618.00
2021-06-28 16:00:00,84.96,65576.75
2021-06-28 17:00:00,90.45,65225.00
2021-06-28 18:00:00,99.62,64955.00
2021-06-28 19:00:00,123.96,64139.75
2021-06-28 20:00:00,117.96,61657.00
2021-06-28 21:00:00,98.98,59494.25
2021-06-28 22:00:00,97.49,57315.25
2021-06-28 23:00:00,89.59,53670.75
2021-06-29 00:00:00,81.03,49776.75
2021-06-29 01:00:00,76.33,48089.25
2021-06-29 02:00:00,74.98,47402.50
2021-06-29 03:00:00,73.45,47307.50
2021-06-29 04:00:00,74.52,48386.25
2021-06-29 05:00:00,78.46,50532.50
2021-06-29 06:00:00,93.79,57077.75
2021-06-29 07:00:00,103.48,62426.00
2021-06-29 08:00:00,111.03,65345.00
2021-06-29 09:00:00,104.04,66402.00
2021-06-29 10:00:00,99.14,67850.75
2021-06-29 11:00:00,97.62,69212.75
2021-06-29 12:00:00,95.25,68841.75
2021-06-29 13:00:00,92.98,67920.50
2021-06-29 14:00:00,90.02,67132.00
2021-06-29 15:00:00,88.39,65941.50
2021-06-29 16:00:00,89.00,65130.75
2021-06-29 17:00:00,97.64,65045.75
2021-06-29 18:00:00,100.04,63065.50
2021-06-29 19:00:00,103.40,60505.75
2021-06-29 20:00:00,99.06,58197.50
2021-06-29 21:00:00,96.33,55779.50
2021-06-29 22:00:00,94.97,54115.25
2021-06-29 23:00:00,84.59,50796.50
2021-06-30 00:00:00,80.82,48204.50
2021-06-30 01:00:00,79.02,46636.75
2021-06-30 02:00:00,75.63,45374.00
2021-06-30 03:00:00,74.13,45549.00
2021-06-30 04:00:00,74.03,46741.50
2021-06-30 05:00:00,78.03,49396.25
2021-06-30 06:00:00,95.86,55825.25
2021-06-30 07:00:00,102.15,60873.75
2021-06-30 08:00:00,108.00,64465.50
2021-06-30 09:00:00,106.37,65486.25
2021-06-30 10:00:00,107.56,66958.00
2021-06-30 11:00:00,102.23,68447.00
2021-06-30 12:00:00,99.00,68257.75
2021-06-30 13:00:00,96.08,66999.00
2021-06-30 14:00:00,92.43,66815.75
2021-06-30 15:00:00,87.29,66208.75
2021-06-30 16:00:00,87.36,64744.50
2021-06-30 17:00:00,94.44,64190.75
2021-06-30 18:00:00,100.27,63828.75
2021-06-30 19:00:00,99.97,62727.75
2021-06-30 20:00:00,98.97,60175.50
2021-06-30 21:00:00,97.02,57613.25
2021-06-30 22:00:00,96.01,54955.50
2021-06-30 23:00:00,84.36,51447.75
2021-07-01 00:00:00,81.57,49110.75
2021-07-01 01:00:00,75.90,47601.75
2021-07-01 02:00:00,73.73,46746.75
2021-07-01 03:00:00,72.01,46975.50
2021-07-01 04:00:00,71.24,48059.50
2021-07-01 05:00:00,73.96,50911.25
2021-07-01 06:00:00,84.91,58275.50
2021-07-01 07:00:00,95.95,63639.75
2021-07-01 08:00:00,98.50,67054.00
2021-07-01 09:00:00,96.40,67897.75
2021-07-01 10:00:00,94.96,69537.50
2021-07-01 11:00:00,96.51,71047.75
2021-07-01 12:00:00,93.51,70935.50
2021-07-01 13:00:00,90.19,69618.00
2021-07-01 14:00:00,85.67,67906.00
2021-07-01 15:00:00,85.00,66778.50
2021-07-01 16:00:00,85.68,65419.25
2021-07-01 17:00:00,95.91,65159.50
2021-07-01 18:00:00,99.98,64267.00
2021-07-01 19:00:00,103.77,62725.00
2021-07-01 20:00:00,100.34,59672.75
2021-07-01 21:00:00,99.51,56947.25
2021-07-01 22:00:00,98.17,54517.25
2021-07-01 23:00:00,91.99,50779.25
2021-07-02 00:00:00,90.77,48118.50
2021-07-02 01:00:00,85.36,46499.50
2021-07-02 02:00:00,82.18,45806.25
2021-07-02 03:00:00,82.35,46023.25
2021-07-02 04:00:00,83.22,47163.25
2021-07-02 05:00:00,86.68,48958.50
2021-07-02 06:00:00,102.00,55375.00
2021-07-02 07:00:00,112.00,60792.00
2021-07-02 08:00:00,122.50,64024.75
2021-07-02 09:00:00,107.24,65090.50
2021-07-02 10:00:00,102.54,66362.50
2021-07-02 11:00:00,100.00,67312.75
2021-07-02 12:00:00,99.61,66650.75
2021-07-02 13:00:00,89.84,64939.50
2021-07-02 14:00:00,82.37,63554.25
2021-07-02 15:00:00,82.53,62377.75
2021-07-02 16:00:00,82.57,61531.25
2021-07-02 17:00:00,94.23,61508.00
2021-07-02 18:00:00,99.98,60526.25
2021-07-02 19:00:00,110.00,58649.25
2021-07-02 20:00:00,109.49,55924.25
2021-07-02 21:00:00,105.55,53614.50
2021-07-02 22:00:00,105.02,52072.25
2021-07-02 23:00:00,99.98,48451.50
2021-07-03 00:00:00,92.64,45729.00
2021-07-03 01:00:00,84.39,43605.50
2021-07-03 02:00:00,80.90,42156.25
2021-07-03 03:00:00,77.57,41518.00
2021-07-03 04:00:00,74.05,41292.25
2021-07-03 05:00:00,74.06,41284.50
2021-07-03 06:00:00,78.97,43118.75
2021-07-03 07:00:00,81.45,46354.50
2021-07-03 08:00:00,83.03,50152.25
2021-07-03 09:00:00,79.34,53096.00
2021-07-03 10:00:00,74.06,54666.25
2021-07-03 11:00:00,70.00,55515.25
2021-07-03 12:00:00,67.04,54942.25
2021-07-03 13:00:00,65.00,53430.50
2021-07-03 14:00:00,66.60,52039.00
2021-07-03 15:00:00,73.00,50933.75
2021-07-03 16:00:00,75.20,50642.50
2021-07-03 17:00:00,85.45,51366.00
2021-07-03 18:00:00,95.44,51539.00
2021-07-03 19:00:00,106.96,50497.75
2021-07-03 20:00:00,107.43,48581.00
2021-07-03 21:00:00,106.97,47035.00
2021-07-03 22:00:00,106.95,46092.75
2021-07-03 23:00:00,100.00,43498.50
2021-07-04 00:00:00,94.18,40819.50
2021-07-04 01:00:00,86.74,38795.50
2021-07-04 02:00:00,80.05,37537.25
2021-07-04 03:00:00,75.61,36997.50
2021-07-04 04:00:00,75.03,37106.75
2021-07-04 05:00:00,73.99,36907.75
2021-07-04 06:00:00,74.50,37802.75
2021-07-04 07:00:00,75.42,40287.75
2021-07-04 08:00:00,78.68,43741.00
2021-07-04 09:00:00,77.08,46998.75
2021-07-04 10:00:00,75.24,49437.75
2021-07-04 11:00:00,78.03,51260.50
2021-07-04 12:00:00,78.02,50612.50
2021-07-04 13:00:00,74.00,49322.00
2021-07-04 14:00:00,69.26,48219.50
2021-07-04 15:00:00,69.07,47568.75
2021-07-04 16:00:00,77.03,47569.00
2021-07-04 17:00:00,83.07,48844.25
2021-07-04 18:00:00,93.85,50399.00
2021-07-04 19:00:00,99.54,49997.50
2021-07-04 20:00:00,100.00,48820.50
2021-07-04 21:00:00,102.09,47821.75
2021-07-04 22:00:00,104.92,48336.50
2021-07-04 23:00:00,95.73,45293.00
