time_berlin,price (MWh),demand (MW)
2024-01-29 00:00:00,49.97,47063.00
2024-01-29 01:00:00,47.26,45384.00
2024-01-29 02:00:00,48.12,44834.00
2024-01-29 03:00:00,47.97,45522.50
2024-01-29 04:00:00,51.58,46626.25
2024-01-29 05:00:00,60.06,50421.25
2024-01-29 06:00:00,80.00,58887.25
2024-01-29 07:00:00,93.57,65059.25
2024-01-29 08:00:00,99.17,67285.25
2024-01-29 09:00:00,88.39,67049.00
2024-01-29 10:00:00,78.90,66343.00
2024-01-29 11:00:00,71.27,65150.75
2024-01-29 12:00:00,70.24,62992.50
2024-01-29 13:00:00,74.99,61286.75
2024-01-29 14:00:00,82.55,60681.00
2024-01-29 15:00:00,97.60,60526.00
2024-01-29 16:00:00,108.43,61656.25
2024-01-29 17:00:00,127.42,65113.50
2024-01-29 18:00:00,117.30,66208.50
2024-01-29 19:00:00,107.52,64994.25
2024-01-29 20:00:00,91.98,61573.25
2024-01-29 21:00:00,86.79,58034.50
2024-01-29 22:00:00,83.42,54335.50
2024-01-29 23:00:00,80.29,50369.00
2024-01-30 00:00:00,71.94,47625.00
2024-01-30 01:00:00,68.79,45789.75
2024-01-30 02:00:00,69.37,45656.00
2024-01-30 03:00:00,67.44,45991.75
2024-01-30 04:00:00,67.18,47648.25
2024-01-30 05:00:00,69.37,50651.00
2024-01-30 06:00:00,78.43,58273.00
2024-01-30 07:00:00,90.60,64197.25
2024-01-30 08:00:00,95.93,66302.50
2024-01-30 09:00:00,84.93,66678.50
2024-01-30 10:00:00,77.15,66636.25
2024-01-30 11:00:00,70.10,66443.50
2024-01-30 12:00:00,68.10,65704.75
2024-01-30 13:00:00,68.23,65653.75
2024-01-30 14:00:00,71.93,65850.00
2024-01-30 15:00:00,79.49,65168.50
2024-01-30 16:00:00,82.36,65418.00
2024-01-30 17:00:00,88.17,68677.50
2024-01-30 18:00:00,99.23,69705.75
2024-01-30 19:00:00,91.91,68141.25
2024-01-30 20:00:00,86.04,64970.50
2024-01-30 21:00:00,78.00,61569.50
2024-01-30 22:00:00,75.01,58304.00
2024-01-30 23:00:00,71.51,54894.00
2024-01-31 00:00:00,71.73,52219.50
2024-01-31 01:00:00,70.19,50788.25
2024-01-31 02:00:00,70.89,50016.00
2024-01-31 03:00:00,69.82,50068.25
2024-01-31 04:00:00,69.14,51242.50
2024-01-31 05:00:00,73.82,54167.00
2024-01-31 06:00:00,84.85,61610.50
2024-01-31 07:00:00,108.17,67026.00
2024-01-31 08:00:00,119.93,69522.75
2024-01-31 09:00:00,93.61,70191.00
2024-01-31 10:00:00,82.98,70843.50
2024-01-31 11:00:00,77.09,71660.25
2024-01-31 12:00:00,74.91,71307.25
2024-01-31 13:00:00,67.66,69033.25
2024-01-31 14:00:00,66.69,67815.00
2024-01-31 15:00:00,75.87,67052.50
2024-01-31 16:00:00,81.62,67317.00
