time_berlin,price (MWh),demand (MW)
2020-12-28 00:00:00,4.50,46041.25
2020-12-28 01:00:00,2.75,43593.00
2020-12-28 02:00:00,5.50,42351.75
2020-12-28 03:00:00,5.91,41776.50
2020-12-28 04:00:00,9.09,42680.50
2020-12-28 05:00:00,20.43,44358.25
2020-12-28 06:00:00,35.10,46932.50
2020-12-28 07:00:00,45.27,50224.50
2020-12-28 08:00:00,49.23,53233.25
2020-12-28 09:00:00,49.59,55220.50
2020-12-28 10:00:00,51.17,56699.50
2020-12-28 11:00:00,51.50,57974.75
2020-12-28 12:00:00,51.96,58184.25
2020-12-28 13:00:00,50.95,56868.25
2020-12-28 14:00:00,51.93,55447.50
2020-12-28 15:00:00,50.60,55628.25
2020-12-28 16:00:00,52.44,57504.25
2020-12-28 17:00:00,56.98,59366.00
2020-12-28 18:00:00,56.95,59229.25
2020-12-28 19:00:00,55.59,57481.00
2020-12-28 20:00:00,49.01,54550.50
2020-12-28 21:00:00,45.60,51581.50
2020-12-28 22:00:00,46.90,49320.75
2020-12-28 23:00:00,42.14,46145.50
2020-12-29 00:00:00,38.80,43785.25
2020-12-29 01:00:00,39.34,41973.00
2020-12-29 02:00:00,37.87,41339.50
2020-12-29 03:00:00,34.27,40978.75
2020-12-29 04:00:00,34.06,41826.25
2020-12-29 05:00:00,37.26,43501.25
2020-12-29 06:00:00,43.30,45857.00
2020-12-29 07:00:00,49.19,49206.50
2020-12-29 08:00:00,54.25,52149.75
2020-12-29 09:00:00,55.34,54130.50
2020-12-29 10:00:00,51.23,55798.00
2020-12-29 11:00:00,54.40,57116.50
2020-12-29 12:00:00,55.00,57749.75
2020-12-29 13:00:00,52.41,56983.75
2020-12-29 14:00:00,53.64,55868.25
2020-12-29 15:00:00,54.58,55519.75
2020-12-29 16:00:00,54.60,57865.00
2020-12-29 17:00:00,55.39,60340.50
2020-12-29 18:00:00,53.13,60911.50
2020-12-29 19:00:00,50.84,59234.75
2020-12-29 20:00:00,43.76,56559.50
2020-12-29 21:00:00,39.34,53720.00
2020-12-29 22:00:00,37.83,51610.75
2020-12-29 23:00:00,29.18,49156.25
2020-12-30 00:00:00,38.05,46091.00
2020-12-30 01:00:00,36.01,44083.50
2020-12-30 02:00:00,32.60,43577.75
2020-12-30 03:00:00,32.01,43387.25
2020-12-30 04:00:00,32.60,44112.50
2020-12-30 05:00:00,36.03,45536.25
