time_berlin,price (MWh),demand (MW)
2021-05-31 00:00:00,59.60,42525.25
2021-05-31 01:00:00,57.30,40899.75
2021-05-31 02:00:00,56.22,40002.25
2021-05-31 03:00:00,55.02,40316.50
2021-05-31 04:00:00,58.49,41808.75
2021-05-31 05:00:00,59.89,45259.50
2021-05-31 06:00:00,76.72,52618.75
2021-05-31 07:00:00,85.98,58066.75
2021-05-31 08:00:00,86.73,62005.25
2021-05-31 09:00:00,77.90,62602.50
2021-05-31 10:00:00,63.38,63285.50
2021-05-31 11:00:00,60.69,64405.25
2021-05-31 12:00:00,59.10,63925.50
2021-05-31 13:00:00,55.26,62822.25
2021-05-31 14:00:00,54.05,61428.50
2021-05-31 15:00:00,54.69,60331.75
2021-05-31 16:00:00,53.94,59005.75
2021-05-31 17:00:00,62.30,58845.50
2021-05-31 18:00:00,76.00,59092.25
2021-05-31 19:00:00,85.14,59100.00
2021-05-31 20:00:00,86.00,57586.00
2021-05-31 21:00:00,82.00,55703.00
2021-05-31 22:00:00,79.90,53245.00
2021-05-31 23:00:00,72.67,49729.25
2021-06-01 00:00:00,61.98,47220.50
2021-06-01 01:00:00,58.94,45179.75
2021-06-01 02:00:00,56.50,43958.25
2021-06-01 03:00:00,56.23,43879.00
2021-06-01 04:00:00,56.95,45229.00
2021-06-01 05:00:00,62.00,48135.75
2021-06-01 06:00:00,78.99,54537.75
2021-06-01 07:00:00,85.79,59863.75
2021-06-01 08:00:00,87.10,62843.25
2021-06-01 09:00:00,78.20,63457.50
2021-06-01 10:00:00,64.95,64246.50
2021-06-01 11:00:00,61.10,65022.50
2021-06-01 12:00:00,58.13,64815.25
2021-06-01 13:00:00,56.12,63258.75
2021-06-01 14:00:00,55.40,61912.50
2021-06-01 15:00:00,56.91,61343.50
2021-06-01 16:00:00,58.13,60152.75
2021-06-01 17:00:00,70.58,60055.25
2021-06-01 18:00:00,79.36,59857.25
2021-06-01 19:00:00,86.70,59300.50
2021-06-01 20:00:00,85.14,57888.75
2021-06-01 21:00:00,80.50,56032.50
2021-06-01 22:00:00,75.31,53662.25
2021-06-01 23:00:00,67.08,49797.50
2021-06-02 00:00:00,65.00,46698.00
2021-06-02 01:00:00,61.37,44811.75
2021-06-02 02:00:00,59.18,44317.75
2021-06-02 03:00:00,60.00,44428.00
2021-06-02 04:00:00,59.89,45279.75
2021-06-02 05:00:00,63.71,47968.75
2021-06-02 06:00:00,78.49,54644.25
2021-06-02 07:00:00,81.60,60127.00
2021-06-02 08:00:00,81.12,62922.00
2021-06-02 09:00:00,72.34,64106.25
2021-06-02 10:00:00,62.44,64876.75
2021-06-02 11:00:00,57.30,65646.25
2021-06-02 12:00:00,55.72,65465.25
2021-06-02 13:00:00,54.02,64369.25
2021-06-02 14:00:00,53.83,63394.75
2021-06-02 15:00:00,53.90,62543.25
2021-06-02 16:00:00,56.87,61634.75
2021-06-02 17:00:00,67.45,61981.00
2021-06-02 18:00:00,78.48,61753.50
2021-06-02 19:00:00,83.34,60665.50
2021-06-02 20:00:00,82.91,58425.00
2021-06-02 21:00:00,78.17,56399.25
2021-06-02 22:00:00,73.93,54934.00
2021-06-02 23:00:00,59.39,51496.75
2021-06-03 00:00:00,57.88,48434.50
2021-06-03 01:00:00,54.08,46388.75
2021-06-03 02:00:00,54.00,45133.00
2021-06-03 03:00:00,50.50,44606.00
2021-06-03 04:00:00,52.57,44289.00
2021-06-03 05:00:00,54.08,44461.75
2021-06-03 06:00:00,54.10,46071.25
2021-06-03 07:00:00,62.44,49148.75
2021-06-03 08:00:00,59.98,52140.75
2021-06-03 09:00:00,58.66,54333.50
2021-06-03 10:00:00,53.94,56591.75
2021-06-03 11:00:00,51.96,58230.75
2021-06-03 12:00:00,50.44,57577.75
2021-06-03 13:00:00,51.63,55889.25
2021-06-03 14:00:00,54.84,55011.50
2021-06-03 15:00:00,59.11,54097.25
2021-06-03 16:00:00,65.74,53692.75
2021-06-03 17:00:00,69.30,54669.25
2021-06-03 18:00:00,75.00,55675.25
2021-06-03 19:00:00,81.99,54967.25
2021-06-03 20:00:00,82.03,53244.75
2021-06-03 21:00:00,80.14,52024.50
2021-06-03 22:00:00,79.32,51007.25
2021-06-03 23:00:00,73.40,47684.00
2021-06-04 00:00:00,66.41,44982.25
2021-06-04 01:00:00,62.92,43178.75
2021-06-04 02:00:00,60.04,42321.25
2021-06-04 03:00:00,60.10,41755.00
2021-06-04 04:00:00,59.00,42755.50
2021-06-04 05:00:00,61.32,44823.00
2021-06-04 06:00:00,75.98,50233.00
2021-06-04 07:00:00,82.99,55051.50
2021-06-04 08:00:00,85.90,57824.00
2021-06-04 09:00:00,81.45,59286.00
2021-06-04 10:00:00,75.58,60661.25
2021-06-04 11:00:00,74.88,62089.75
2021-06-04 12:00:00,69.95,61886.00
2021-06-04 13:00:00,63.01,60769.25
2021-06-04 14:00:00,62.91,59680.25
2021-06-04 15:00:00,63.93,57988.25
2021-06-04 16:00:00,67.00,57537.25
2021-06-04 17:00:00,75.90,57761.00
2021-06-04 18:00:00,79.91,57673.75
2021-06-04 19:00:00,81.95,56500.75
2021-06-04 20:00:00,81.69,54054.50
2021-06-04 21:00:00,80.00,51916.50
2021-06-04 22:00:00,78.21,50321.75
2021-06-04 23:00:00,72.09,46709.00
2021-06-05 00:00:00,74.87,43736.25
2021-06-05 01:00:00,65.25,42009.75
2021-06-05 02:00:00,59.01,40513.25
2021-06-05 03:00:00,56.96,39816.25
2021-06-05 04:00:00,56.03,39737.25
2021-06-05 05:00:00,56.04,40097.25
2021-06-05 06:00:00,56.07,42230.00
2021-06-05 07:00:00,59.07,45653.00
2021-06-05 08:00:00,66.02,49552.50
2021-06-05 09:00:00,67.99,52502.75
2021-06-05 10:00:00,57.73,54427.50
2021-06-05 11:00:00,58.03,55476.25
2021-06-05 12:00:00,58.83,54727.50
2021-06-05 13:00:00,55.49,53361.25
2021-06-05 14:00:00,52.40,52041.75
2021-06-05 15:00:00,53.80,50977.50
2021-06-05 16:00:00,55.25,50630.00
2021-06-05 17:00:00,60.48,51256.00
2021-06-05 18:00:00,70.60,51615.25
2021-06-05 19:00:00,75.62,50637.75
2021-06-05 20:00:00,76.01,48708.75
2021-06-05 21:00:00,75.60,47466.75
2021-06-05 22:00:00,72.37,46285.75
2021-06-05 23:00:00,61.86,43065.75
2021-06-06 00:00:00,58.89,40410.50
2021-06-06 01:00:00,58.08,38130.75
2021-06-06 02:00:00,57.74,37422.00
2021-06-06 03:00:00,57.22,36921.50
2021-06-06 04:00:00,54.39,36650.50
2021-06-06 05:00:00,51.63,36580.75
2021-06-06 06:00:00,52.10,37635.25
2021-06-06 07:00:00,52.70,39846.75
2021-06-06 08:00:00,57.12,43113.25
2021-06-06 09:00:00,57.89,46562.50
2021-06-06 10:00:00,57.76,49152.25
2021-06-06 11:00:00,58.44,51420.50
2021-06-06 12:00:00,58.16,51571.00
2021-06-06 13:00:00,55.41,49657.00
2021-06-06 14:00:00,48.00,48419.25
2021-06-06 15:00:00,47.61,47479.50
2021-06-06 16:00:00,50.68,47314.00
2021-06-06 17:00:00,57.69,48714.50
2021-06-06 18:00:00,60.02,49787.25
2021-06-06 19:00:00,69.12,49353.75
2021-06-06 20:00:00,76.38,48351.00
2021-06-06 21:00:00,77.08,47512.25
2021-06-06 22:00:00,80.10,47603.00
2021-06-06 23:00:00,72.29,44726.50
